id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,PROVINCE,Island,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
"123691",PHI-1989-1-217-23,"1989",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 22 April 1989 ""COMMUNIST REBELS SAY THEY KILLED U.S. ARMY COLONEL",,,,police spokesman,"3",Dipolog City municipality,Dipolog City municipality,Zamboanga del Norte province,Dipolog City municipality,Zamboanga del Norte,Mindanao,8.4612,123.3528,POINT (123.3528 8.4612),"141727",Philippines,PHL,"840",Asia,"1","2",00:00.0,00:00.0,"0","0","0","0","0","7","0","840",
"123125",PHI-1989-1-217-24,"1989",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 26 April 1989 ""SOVIET UNION CONDEMNS KILLING OF U.S. OFFICER",,,,military spokesman,"4",Davao del Sur province,Davao del Sur province,Davao del Sur province,,Davao del Sur,Mindanao,6.333333,125.5,POINT (125.5 6.333333),"138852",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"9","5","0","0","14","14","14","840",
"123499",PHI-1989-1-217-41,"1989",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 15 June 1989 ""FAMILY OF EIGHT MASSACRED IN PHILIPPINES.",,,,military spokesman,"4",Misamis Oriental province,Misamis Oriental province,Misamis Oriental province,,Misamis Oriental,Mindanao,8.75,125,POINT (125 8.75),"142451",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"3","0","0","0","3","3","3","840",
"123127",PHI-1989-1-217-47,"1989",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 26 June 1989 ""86 DIE IN PHILIPPINE REBEL WAR, CHURCH ATTACKED, TWO BEHEADED."" / R 28 June 1989 ""PHILIPPINE CHURCHES CONDEMN GOVERNMENT AFTER MASSACRE.",,,,military spokesman,"2",Binaton village,"Binaton village (barangay, Rano sitio)",Davao del Sur province,Digos City municipality,Davao del Sur,Mindanao,6.855833,125.328333,POINT (125.3283333 6.8558333),"139571",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","0","0","40","41","43","41","840",
"123946",PHI-1989-1-217-50,"1989",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 3 July 1989 ""PHILIPPINES FORMS ELITE ANTI-REBEL FORCE.",,,,military spokesman,"4",Zamboanga del Norte province,Zamboanga del Norte province,Zamboanga del Norte province,,Zamboanga del Norte,Mindanao,8.052778,122.740556,POINT (122.740556 8.052778),"141726",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","15","0","0","15","15","15","840",
"123885",PHI-1989-1-217-55,"1989",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 22 Aug 1989 ""19 DIE IN PHILIPPINE FIGHTING AFTER AMBUSH.",,,,military spokesman,"3",Tago municipality,Tago municipality,Surigao del Sur province,Tago municipality,Surigao del Sur,Mindanao,8.966667,126.15,POINT (126.15 8.966667),"142453",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","0","0","19","19","19","19","840",
"123558",PHI-1989-1-217-62,"1989",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 11 Sep 1989 ""44 REBELS REPORTED KILLED IN PHILIPPINE FIGHTING.",,,,military spokesman,"4",Cotabato province,Cotabato province,Cotabato province,,Cotabato,Mindanao,7.212123,124.881512,POINT (124.881512 7.212123),"140290",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","20","0","0","21","21","21","840",
"123863",PHI-1989-1-217-65,"1989",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 16 Sep 1989 ""LANDSLIDE KILLS 15 SHANTY DWELLERS NEAR MANILA.",,,,military spokesman,"4",Surigao del Norte province,Surigao del Norte province,Surigao del Norte province,,Surigao del Norte,Mindanao,9.6667,125.63333,POINT (125.63333 9.6667),"143892",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","0","0","0","0","1","0","840",
"122825",PHI-1989-1-217-72,"1989",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 24 Oct 1989 ""PHILIPPINE TROOPS USE ARTILLERY TO RESCUE TRAPPED PLATOON.",,,,military spokesman,"4",Agusan del Sur province,Agusan del Sur Province,Agusan del Sur province,,Agusan del Sur,Mindanao,8.5,125.833333,POINT (125.833333 8.5),"142452",Philippines,PHL,"840",Asia,"1","2",00:00.0,00:00.0,"3","0","0","0","3","3","3","840",
"124507",PHI-1989-1-217-78,"1989",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 10 Nov 1989 ""REBELS SEIZE PHILIPPINE MINING CAMP, TWO DIE IN FIGHTING.",,,,military spokesman,"1",Monkayo town,Monkayo town,Davao province,Monkayo municipality,Davao de Oro,Mindanao,7.8153,126.0544,POINT (126.0544 7.8153),"141013",Philippines,PHL,"840",Asia,"1","2",00:00.0,00:00.0,"2","0","0","0","2","2","2","840",
"123947",PHI-1989-1-217-90,"1989",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 27 Dec 1989 ""TWENTY THREE DIE IN PHILIPPINE REBEL ATTACKS",,,,military spokesman,"4",Zamboanga del Sur province,Zamboanga del Sur province,Zamboanga del Sur province,,Zamboanga del Sur,Mindanao,7.9043,123.3194,POINT (123.3194 7.9043),"141007",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"2","6","0","0","8","8","8","840",
"122920",PHI-1990-1-217-4,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 13 Feb 1990 ""PHILIPPINE MILITARY BOMBINGS KILL 90, REBEL SAYS.",,,,rebel spokesman / military spokesman,"2",Balingasag municipality,Balingasag municipality,Misamis Oriental province,Balingasag municipality,Misamis Oriental,Mindanao,8.75,124.833333,POINT (124.833333 8.75),"142450",Philippines,PHL,"840",Asia,"2","3",00:00.0,00:00.0,"2","90","0","0","92","92","92","840",
"122890",PHI-1990-1-217-5,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 7 Feb 1990 ""PHILIPPINE TROOPS KILL 67 GUERRILLAS IN FIGHTING",,,,military spokesman,"5",Mount Malindang,Mount Malindang,Misamis Occidental province,Don Victoriano Chiongbian municipality,Misamis Occidental,Mindanao,8.217439,123.636697,POINT (123.636697 8.217439),"141728",Philippines,PHL,"840",Asia,"1","2",00:00.0,00:00.0,"8","67","0","0","75","75","75","840",
"124363",PHI-1990-1-217-7,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 17 Feb 1990 ""NINE POLICEMEN KILLED IN AMBUSH IN SOUTHERN PHILIPPINES.",,,,police spokesman,"2",Kapatagan municipality,Kapatagan municipality,Lanao del Norte province,Kapatagan municipality,Lanao del Norte,Mindanao,7.8742,123.7349,POINT (123.7349 7.8742),"141008",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"9","0","0","0","9","9","9","840",
"123106",PHI-1990-1-217-12,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1",R 16 March,,,,military spokesman,"4",Zamboanga del Sur province,Zamboanga del Sur province,Zamboanga del Sur province,,Zamboanga del Sur,Mindanao,7.9043,123.3194,POINT (123.3194 7.9043),"141007",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"6","0","0","0","6","6","6","840",
"123116",PHI-1990-1-217-13,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1",R 23 March 1990,,,,military spokesman,"5",mountain boundary of Agusan del Sur and Surigao del Sur provinces,mountain boundary of Agusan del Sur and Surigao del Sur provinces,Agusan del Sur province,,Agusan del Sur,Mindanao,8.860068,125.897318,POINT (125.8973185 8.8600683),"142452",Philippines,PHL,"840",Asia,"2","2",00:00.0,00:00.0,"2","9","0","0","11","11","11","840",
"125072",PHI-1990-1-217-15,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 27 March 1990 ""SIXTEEN PEOPLE KILLED IN PHILIPPINE BATTLE.",,,,military spokesman,"1",Santa Cruz town,Sta Cruz town,Davao del Sur province,Santa Cruz municipality,Davao del Sur,Mindanao,6.836944,125.413056,POINT (125.413056 6.836944),"139571",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"14","2","0","0","16","16","16","840",
"123203",PHI-1990-1-217-17,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 28 March 1990 ""87 REPORTED KILLED IN PHILIPPINE COMMUNIST ANNIVERSARY CLASHES.",,,,military spokesman,"4",Surigao del Sur province,Surigao del Sur province,Surigao del Sur province,,Surigao del Sur,Mindanao,8.66667,126,POINT (126 8.66667),"142453",Philippines,PHL,"840",Asia,"2","2",00:00.0,00:00.0,"1","59","0","0","60","60","60","840",
"123212",PHI-1990-1-217-21,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 30 March 1990 ""PHILIPPINE TROOPS BOMB, SEIZE REBEL CAMPS, 70 KILLED.",,,,military spokesman,"4",Surigao del Sur province,Surigao del Sur province,Surigao del Sur province,,Surigao del Sur,Mindanao,8.66667,126,POINT (126 8.66667),"142453",Philippines,PHL,"840",Asia,"2","2",00:00.0,00:00.0,"0","11","0","0","11","11","11","840",
"123244",PHI-1990-1-217-23,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 5 April 1990 ""COMMUNIST GUNMEN KILL RIOT FORCE COMMANDER IN PHILIPPINES.",,,,military spokesman,"4",Davao province,Davao province,Davao province,,Davao del Norte,Mindanao,7.622328,125.674749,POINT (125.674749 7.622328),"141012",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"9","1","0","0","10","10","10","840",
"124701",PHI-1990-1-217-27,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 24 April 1990 ""183 DIE IN PHILIPPINE FIGHTING, MILITARY REPORT SAYS.",,,,military spokesman,"3",Marihatag municipality,Marihatag municipality,Surigao del Sur province,Marihatag municipality,Surigao del Sur,Mindanao,8.8,126.133333,POINT (126.133333 8.8),"142453",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"22","0","0","0","22","22","22","840",
"124702",PHI-1990-1-217-26,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 24 April 1990 ""183 DIE IN PHILIPPINE FIGHTING, MILITARY REPORT SAYS.",,,,military spokesman,"3",Marihatag municipality,Marihatag municipality,Surigao del Sur province,Marihatag municipality,Surigao del Sur,Mindanao,8.8,126.133333,POINT (126.133333 8.8),"142453",Philippines,PHL,"840",Asia,"2","3",00:00.0,00:00.0,"0","161","0","0","161","161","161","840",
"123286",PHI-1990-1-217-28,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 30 April 1990 ""30 DIE IN PHILIPPINE INSURGENCY WAR.",,,,military spokesman,"4",Davao del Sur province,Davao del Sur province,Davao del Sur province,,Davao del Sur,Mindanao,6.333333,125.5,POINT (125.5 6.333333),"138852",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"15","5","0","0","20","20","20","840",
"125500",PHI-1990-1-217-30,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 4 May 1990 ""COMMUNIST REBELS KILL FOUR SOLDIERS IN AMBUSH IN PHILIPPINES.",,,,military spokesman,"1",Valencia City town,Valencia City town,Bukidnon province,Valencia City municipality,Bukidnon,Mindanao,7.9075,125.093889,POINT (125.093889 7.9075),"141011",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"4","0","0","0","4","4","4","840",
"123409",PHI-1990-1-217-34,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 26 May 1990 ""COMMUNIST REBELS TAKE 100 PEOPLE HOSTAGE IN PHILIPPINES.",,,,military spokesman,"4",Maguindanao province,Maguindanao province,Maguindanao province,,Maguindanao,Mindanao,7.13333,124.3,POINT (124.3 7.13333),"140289",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"6","0","0","0","6","6","6","840",
"123419",PHI-1990-1-217-36,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 26 May 1990 ""COMMUNIST REBELS TAKE 100 PEOPLE HOSTAGE IN PHILIPPINES.",,,,military spokesman,"4",Surigao del Sur province,Surigao del Sur province,Surigao del Sur province,,Surigao del Sur,Mindanao,8.66667,126,POINT (126 8.66667),"142453",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","8","0","0","8","8","8","840",
"123147",PHI-1990-1-217-45,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 25 June 1990 ""TROOPS KILL 14 REBELS IN THE SOUTHERN PHILIPPINES.",,,,military spokesman,"2",Calamba municipality,Calamba municipality,Misamis Occidental province,Calamba municipality,Misamis Occidental,Mindanao,8.5278,123.6444,POINT (123.6444 8.5278),"142448",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","8","0","0","8","8","8","840",
"123476",PHI-1990-1-217-51,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 9 July 1990 ""SUSPECTED COMMUNIST REBELS KILL PHILIPPINES ARMY SERGEANT.",,,,,"1",Iligan City town,Iligan City town,Lanao del Norte province,Iligan City municipality,Lanao del Norte,Mindanao,8.230833,124.236111,POINT (124.236111 8.230833),"141729",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"1","0","0","0","1","1","1","840",
"123316",PHI-1990-1-217-55,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 6 Aug 1990 ""POLICE GENERAL, AIDE KILLED IN REBEL AMBUSH IN PHILIPPINES.",,,,police spokesman,"1",Davao City town,Davao City town,Davao del Sur province,Davao City municipality,Davao del Sur,Mindanao,7.073056,125.612778,POINT (125.612778 7.073056),"140292",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"2","0","0","0","2","2","2","840",
"124369",PHI-1990-1-217-56,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 11 Aug 1990 ""SEVEN TROOPS KILLED IN AMBUSH BY PHILIPPINE COMMUNIST REBELS.",,,,military spokesman,"2",Kapatagan municipality,Kapatagan municipality,Lanao del Norte province,Kapatagan municipality,Lanao del Norte,Mindanao,7.8742,123.7349,POINT (123.7349 7.8742),"141008",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"7","0","0","0","7","7","7","840",
"123317",PHI-1990-1-217-58,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 26 Aug 1990 ""NINE DEAD, SIX WOUNDED IN FIGHTING IN SOUTHERN PHILIPPINES.",,,,military spokesman,"2",Davao City town,Davao City town (outskirts),Davao del Sur province,Davao City municipality,Davao del Sur,Mindanao,7.073056,125.612778,POINT (125.612778 7.073056),"140292",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"6","0","0","0","6","6","6","840",
"123665",PHI-1990-1-217-65,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 21 Sep 1990 ""THREE KILLED, 19 INJURED BY REBELS IN PHILIPPINES.",,,,military spokesman,"2",Maigo municipality,Maigo municipality,Lanao del Norte province,Maigo municipality,Lanao del Norte,Mindanao,8.1027,123.9846,POINT (123.9846 8.1027),"141728",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","0","0","0","0","3","0","840",
"123866",PHI-1990-1-217-78,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 19 Nov 1990 ""19 DIE IN PHILIPPINE GUNBATTLE.",,,,military spokesman,"4",Surigao del Sur province,Surigao del Sur province,Surigao del Sur province,,Surigao del Sur,Mindanao,8.66667,126,POINT (126 8.66667),"142453",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"4","15","0","0","19","19","19","840",
"123809",PHI-1990-1-217-79,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 20 Nov 1990 ""COMMUNIST REBELS KILL SEVEN IN AMBUSH IN SOUTHERN PHILIPPINES.",,,,military spokesman,"2",Lapuyan town,Lapuyan town (outside),Zamboanga del Sur province,Lapuyan municipality,Zamboanga del Sur,Mindanao,7.6364,123.1958,POINT (123.1958 7.6364),"141007",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"7","0","0","0","7","7","7","840",
"123059",PHI-1990-1-217-80,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 26 Nov 1990 ""TWENTY-SEVEN PEOPLE KILLED IN REBEL AMBUSH IN PHILIPPINES.",,,,military spokesman,"3",Bunawan municipality,Bunawan municipality,Agusan del Sur province,Bunawan municipality,Agusan del Sur,Mindanao,8.166667,126.083333,POINT (126.083333 8.166667),"141733",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"16","11","0","0","27","27","27","840",
"123941",PHI-1990-1-217-82,"1990",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 3 Dec 1990 ""15 GUERRILLAS AND A POLICE OFFICER DIE IN PHILIPPINE VIOLENCE.",,,,military spokesman,"4",Cotabato province,Cotabato province,Cotabato province,,Cotabato,Mindanao,7.212123,124.881512,POINT (124.881512 7.212123),"140290",Philippines,PHL,"840",Asia,"1","2",00:00.0,00:00.0,"0","15","0","0","15","15","15","840",
"122942",PHI-1991-1-217-94,"1991",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","HRW April 1992, BAD BLOOD: Militia Abuses in Mindanao, The Philippines p.34",,,,CAFGU member,"4",Bukidnon province,Bukidnon province,Bukidnon province,,Bukidnon,Mindanao,8,125,POINT (125 8),"141731",Philippines,PHL,"840",Asia,"1","5",00:00.0,00:00.0,"0","6","0","0","6","6","6","840",
"123141",PHI-1991-1-217-9,"1991",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 19 Feb 1991 ""56 DEAD, DOZENS WOUNDED IN PHILIPPINE FIGHTING.",,,,police spokesman,"2",Cagwait municipality,Cagwait municipality,Surigao del Sur province,Cagwait municipality,Surigao del Sur,Mindanao,8.9,126.233333,POINT (126.233333 8.9),"142453",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"8","3","0","0","11","11","11","840",
"123945",PHI-1991-1-217-11,"1991",true,Clear,"1","209","209",Philippines: Government,"411","411",Government of Philippines - CPP,"154","154",Government of Philippines,"169","169",CPP,"-1","R 24 Feb 1991 ""15 DIE IN PHILIPPINE FIGHTING BETWEEN TROOPS, COMMUNIST REBELS.",,,,military spokesman,"4",Zamboanga del Norte province,Zamboanga del Norte province,Zamboanga del Norte province,,Zamboanga del Norte,Mindanao,8.052778,122.740556,POINT (122.740556 8.052778),"141726",Philippines,PHL,"840",Asia,"1","1",00:00.0,00:00.0,"0","10","0","0","10","10","10","840",
